post_id,text,post_text,shared_text,time,image,video,likes,comments,shares,post_url,link
,,,,,,,,,,,
"10,159,217,268,775,600.00","עברית- אחרי אנגלית
Two rooms for rent in a furnitured, quiet, lit, spacious apt overseeing a forest in Merkaz HaCarmel.
The apt has a big living room, sun balconies, sea view - and it is located very close to public transportation, supermarket, pub and local coffee house.
One student (English speaker) stays in the apt (And he hasn't recently been abroad).
Address: 7 Kadima st.
rent: 1,550 NIS/month (Big, air-conditioned room), 1,400 NIS/month (Smaller room)
The rooms are immediately available for rent.
For further details and coordination (Under Corona regime limitations),
please contact :
Ariel 0549-474160
מיקום בגוגל מפס - http://tinyurl.com/kadima7
(Google Maps location)
**לא תיווך**
2 חדרים להשכרה בדירה שקטה, מוארת,טובלת בירוק, מרווחת ומרוהטת במרכז הכרמל.
סלון ענק, מרפסות שמש,נוף לים - וליד תחבורה ציבורית, סופרמרקט, פאב ובית קפה.
בדירה מתגורר סטודנט דובר אנגלית (שלא חזר מחו""ל לאחרונה).
כתובת: קדימה 7
מחיר: 1,550₪ (חדר גדול עם מזגן), 1,400₪ (חדר קטן).
החדרים פנויים להשכרה באופן מיידי.
לפרטים ותיאום (במגבלות הקורונה): אריאל (0549-474160)","עברית- אחרי אנגלית
Two rooms for rent in a furnitured, quiet, lit, spacious apt overseeing a forest in Merkaz HaCarmel.
The apt has a big living room, sun balconies, sea view - and it is located very close to public transportation, supermarket, pub and local coffee house.
One student (English speaker) stays in the apt (And he hasn't recently been abroad).
Address: 7 Kadima st.
rent: 1,550 NIS/month (Big, air-conditioned room), 1,400 NIS/month (Smaller room)
The rooms are immediately available for rent.
For further details and coordination (Under Corona regime limitations),
please contact :
Ariel 0549-474160
מיקום בגוגל מפס - http://tinyurl.com/kadima7
(Google Maps location)
**לא תיווך**
2 חדרים להשכרה בדירה שקטה, מוארת,טובלת בירוק, מרווחת ומרוהטת במרכז הכרמל.
סלון ענק, מרפסות שמש,נוף לים - וליד תחבורה ציבורית, סופרמרקט, פאב ובית קפה.
בדירה מתגורר סטודנט דובר אנגלית (שלא חזר מחו""ל לאחרונה).
כתובת: קדימה 7
מחיר: 1,550₪ (חדר גדול עם מזגן), 1,400₪ (חדר קטן).
החדרים פנויים להשכרה באופן מיידי.
לפרטים ותיאום (במגבלות הקורונה): אריאל (0549-474160)",,,https://scontent.fhfa1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/83079541_10219438374723901_981697187333275648_o.jpg?_nc_cat=111&_nc_sid=07e735&_nc_ohc=vgRIqEANFdgAX-eophv&_nc_ht=scontent.fhfa1-1.fna&tp=3&oh=7f65956117fd2331159f1a03707cf4cf&oe=5F608538,,0,0,0,,https://tinyurl.com/kadima7
,,,,,,,,,,,
"10,159,173,427,990,600.00","C Port Haifa is with ‎לילך ים‎.
May 21 at 3:02 PM ·
**חוזה לשנה **
ברחוב וודג'ווד מרכז הכרמל מיקום מנצח ומעולה, קרוב ל ה-כ-ל!! (מרכז פנורמה, חדר כושר, סניף דואר, מסעדות ובתי קפה).
בבניין של 3 דיירים בלבד.
- דירת 4.5 חדרים 130 מ""ר
3 חדרי שינה מרווחים, ממד וחדר כביסה
דירה בעלת אופי, תיקרות גבוהות
לבוא לראות ולהתאהב - ממוזגת מסודרת צופה לנוף פתוח
כניסה 17.8
מחיר 4500.
ללא תיווך
לפרטים:
0545-440993",,"C Port Haifa is with ‎לילך ים‎.
May 21 at 3:02 PM ·
**חוזה לשנה **
ברחוב וודג'ווד מרכז הכרמל מיקום מנצח ומעולה, קרוב ל ה-כ-ל!! (מרכז פנורמה, חדר כושר, סניף דואר, מסעדות ובתי קפה).
בבניין של 3 דיירים בלבד.
- דירת 4.5 חדרים 130 מ""ר
3 חדרי שינה מרווחים, ממד וחדר כביסה
דירה בעלת אופי, תיקרות גבוהות
לבוא לראות ולהתאהב - ממוזגת מסודרת צופה לנוף פתוח
כניסה 17.8
מחיר 4500.
ללא תיווך
לפרטים:
0545-440993",,https://scontent.fhfa1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/s261x260/98306568_2674194759483877_4427524413549707264_n.jpg?_nc_cat=110&_nc_sid=110474&_nc_ohc=PyD74pypRbUAX8o37ow&_nc_ht=scontent.fhfa1-1.fna&tp=9&oh=4d4e910c143ab07afb13b172718ed695&oe=5F61A842,,0,1,0,https://m.facebook.com/story.php?story_fbid=2674195219483831&id=100006801370726,
,,,,,,,,,,,
"10,159,153,230,200,600.00","חנן תורג'מן‎המשכיר - דירות להשכרה בקריות ללא עמלת תיווך
May 14 at 5:46 PM ·
0538302087",,"חנן תורג'מן‎המשכיר - דירות להשכרה בקריות ללא עמלת תיווך
May 14 at 5:46 PM ·
0538302087",,,,0,0,0,,
,,,,,,,,,,,
,538302087,538302087,,,,,0,0,0,,
,,,,,,,,,,,
"10,159,149,960,950,600.00","Good afternoon!
I’m Hanoch, I’m 21 years
I'm Oleh Hadash from Brazil and I'm looking for a cheap apartment to share with roommate, if anyone knows of one please let me know ✌🏼😊","Good afternoon!
I’m Hanoch, I’m 21 years
I'm Oleh Hadash from Brazil and I'm looking for a cheap apartment to share with roommate, if anyone knows of one please let me know ✌🏼😊",,,,,0,1,0,,
,,,,,,,,,,,
"10,159,146,553,035,600.00",,,,,,,0,0,0,,
,,,,,,,,,,,
"10,159,137,343,230,600.00","hi! i'm looking for an apartment close to commerce and public transportation, with quiet surroundings, 2 rooms, preferably with furniture, close to herzlia, hadar, wadi nisnas or downtown, and up to 2000nis. immediate entry. thanks","hi! i'm looking for an apartment close to commerce and public transportation, with quiet surroundings, 2 rooms, preferably with furniture, close to herzlia, hadar, wadi nisnas or downtown, and up to 2000nis. immediate entry. thanks",,,,,0,1,0,,
,,,,,,,,,,,
"10,159,125,188,350,600.00","להשכרה בנווה שאנן רחוב גנסין 7
יחידת דיור חדר וחצי עם מקלחת ושירותים צמודים
היחידה ממוזגת , כוללת ריהוט .
מיקום מצויין מרכזי ושקט, קרובה מאוד למרכז זיו.
מרחק הליכה לטכניון ולתחבורה ציבורית לאוניברסיטה.
מתאימה לסטודנט/ית . כניסה מיידית.
שכ""ד 1700 ₪. לפרטים 0522258887","להשכרה בנווה שאנן רחוב גנסין 7
יחידת דיור חדר וחצי עם מקלחת ושירותים צמודים
היחידה ממוזגת , כוללת ריהוט .
מיקום מצויין מרכזי ושקט, קרובה מאוד למרכז זיו.
מרחק הליכה לטכניון ולתחבורה ציבורית לאוניברסיטה.
מתאימה לסטודנט/ית . כניסה מיידית.
שכ""ד 1700 ₪. לפרטים 0522258887",,,https://scontent.fhfa1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p75x225/96338115_2654779868139592_3463997901405945856_o.jpg?_nc_cat=109&_nc_sid=07e735&_nc_ohc=1IlcCpUIKzcAX-RIWFn&_nc_ht=scontent.fhfa1-1.fna&tp=3&oh=8e436c5fb62dfbc6b8e920b1e1ef863a&oe=5F5F04F7,,0,0,0,,
,,,,,,,,,,,
"10,159,124,275,340,600.00","Rawia Hashim Hayik‎شقق للايجار و للبيع في حيفا
May 2 at 4:51 PM ·
דירה להשכרה ברחוב הבסטיליה 10, 90 מטר מול פארק הכט, קו שני לים, שני חדרי שינה וסלון מרווח קומה שלישית בבנין ארבע קומות
✅בקרבת תחבורה ציבורית
✅חניה בשפע
✅ מרוהטת חלקית
✅מזגנים
✅מיידית
2800 שח
לבירורים 052-5459371 האשם חאיק",,"Rawia Hashim Hayik‎شقق للايجار و للبيع في حيفا
May 2 at 4:51 PM ·
דירה להשכרה ברחוב הבסטיליה 10, 90 מטר מול פארק הכט, קו שני לים, שני חדרי שינה וסלון מרווח קומה שלישית בבנין ארבע קומות
✅בקרבת תחבורה ציבורית
✅חניה בשפע
✅ מרוהטת חלקית
✅מזגנים
✅מיידית
2800 שח
לבירורים 052-5459371 האשם חאיק",,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/95266507_10217636904178582_451342758628556800_o.jpg?_nc_cat=101&_nc_sid=07e735&_nc_ohc=ht2i4vZy3YQAX-qwD7x&_nc_ht=scontent.fhfa1-2.fna&tp=3&oh=846a10606269debd448c52b716065109&oe=5F61B78C,,0,0,0,,
,,,,,,,,,,,
"10,159,120,076,195,600.00","🏡 COZY ROOM FOR RENT 🏠
Only 850₪ / month !!!
Cozy, fully-furnished room in Apartment in Hadar!
JUNE MOVE-IN available, contract until August 2020. Possibility to extend it.
Security deposit, refunded at end of contract.
please send me a private message on FB!
INCLUDES
• Fully furnished (AC, queen bed, desk, closet, coffee tables, shelves, storage)
• Office supplies, decorations, toiletries and other stuff optional to keep or discard/sell.
APARTMENT
• Full kitchen (oven/stove, microwave, toaster, etc.)
• Shared balcony with couches / tables
• Comfortable living room
…","🏡 COZY ROOM FOR RENT 🏠
Only 850₪ / month !!!
Cozy, fully-furnished room in Apartment in Hadar!
JUNE MOVE-IN available, contract until August 2020. Possibility to extend it.
Security deposit, refunded at end of contract.
please send me a private message on FB!
INCLUDES
• Fully furnished (AC, queen bed, desk, closet, coffee tables, shelves, storage)
• Office supplies, decorations, toiletries and other stuff optional to keep or discard/sell.
APARTMENT
• Full kitchen (oven/stove, microwave, toaster, etc.)
• Shared balcony with couches / tables
• Comfortable living room
…",,,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/96360837_10163638221880416_666719756316835840_o.jpg?_nc_cat=108&_nc_sid=07e735&_nc_ohc=OujLUng-rloAX9-6FBy&_nc_ht=scontent.fhfa1-2.fna&tp=3&oh=1d0c53741d17e1153fd2a91298a21541&oe=5F61048E,,1,0,0,,
,,,,,,,,,,,
"10,159,117,754,215,600.00","Rawia Hashim Hayik‎شقق إيجار في منطقة حيفا لطلاب الجامعات
May 2 at 2:01 PM ·
דירה להשכרה ברחוב הבסטיליה 10, 90 מטר מול פארק הכט, קו שני לים, שני חדרי שינה וסלון מרווח קומה שלישית בבנין ארבע קומות
✅בקרבת תחבורה ציבורית
✅חניה בשפע
✅ מרוהטת חלקית
✅מזגנים
✅מיידית
לבירורים 052-5459371 האשם חאיק",,"Rawia Hashim Hayik‎شقق إيجار في منطقة حيفا لطلاب الجامعات
May 2 at 2:01 PM ·
דירה להשכרה ברחוב הבסטיליה 10, 90 מטר מול פארק הכט, קו שני לים, שני חדרי שינה וסלון מרווח קומה שלישית בבנין ארבע קומות
✅בקרבת תחבורה ציבורית
✅חניה בשפע
✅ מרוהטת חלקית
✅מזגנים
✅מיידית
לבירורים 052-5459371 האשם חאיק",,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/95396534_10217635658907451_2094776621092306944_o.jpg?_nc_cat=107&_nc_sid=07e735&_nc_ohc=-Mnd8GN3rmEAX877CZF&_nc_ht=scontent.fhfa1-2.fna&tp=3&oh=7386610916d9775fe12cccf66b31405d&oe=5F5F4D2E,,0,0,0,,
,,,,,,,,,,,
"10,159,112,271,360,600.00","Rawia Hashim Hayik‎شقق للايجار و للبيع في حيفا
May 2 at 4:51 PM ·
דירה להשכרה ברחוב הבסטיליה 10, 90 מטר מול פארק הכט, קו שני לים, שני חדרי שינה וסלון מרווח קומה שלישית בבנין ארבע קומות
✅בקרבת תחבורה ציבורית
✅חניה בשפע
✅ מרוהטת חלקית
✅מזגנים
✅מיידית
2800 שח
לבירורים 052-5459371 האשם חאיק",,"Rawia Hashim Hayik‎شقق للايجار و للبيع في حيفا
May 2 at 4:51 PM ·
דירה להשכרה ברחוב הבסטיליה 10, 90 מטר מול פארק הכט, קו שני לים, שני חדרי שינה וסלון מרווח קומה שלישית בבנין ארבע קומות
✅בקרבת תחבורה ציבורית
✅חניה בשפע
✅ מרוהטת חלקית
✅מזגנים
✅מיידית
2800 שח
לבירורים 052-5459371 האשם חאיק",,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/95266507_10217636904178582_451342758628556800_o.jpg?_nc_cat=101&_nc_sid=07e735&_nc_ohc=ht2i4vZy3YQAX-qwD7x&_nc_ht=scontent.fhfa1-2.fna&tp=3&oh=846a10606269debd448c52b716065109&oe=5F61B78C,,0,0,0,,
,,,,,,,,,,,
"10,159,106,735,500,600.00",,,,,,,1,1,0,,
,,,,,,,,,,,
"10,158,634,512,175,600.00","Alberto Bendjouia‎Haifa Young English Speakers (and friends)
January 15 at 6:31 AM ·
Sublet available in downtown Haifa beginning of March. Private Message me for details.",,"Alberto Bendjouia‎Haifa Young English Speakers (and friends)
January 15 at 6:31 AM ·
Sublet available in downtown Haifa beginning of March. Private Message me for details.",,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/82174582_10157046988397654_7114100970585325568_n.jpg?_nc_cat=100&_nc_sid=07e735&_nc_ohc=9fEb5H-W7M4AX_Ziiy6&_nc_ht=scontent.fhfa1-2.fna&tp=3&oh=c75e47d1c2bb49419a6774001b5235cf&oe=5F60D619,,2,3,5,,
,,,,,,,,,,,
"10,158,836,887,160,600.00","https://m.facebook.com/groups/57812275694?view=permalink&id=10158541855165695
Meital Amos‎Apartments/roommates in Haifa
December 21, 2019 at 1:41 PM ·
Room in apartment for rent
At Neve Ganim st.
Close to the Tehnion.
1000 shekels a month not included electricity.
New building , new apartment.
Female only .
Entrance date : 10.3.2020
For more info p.m me",https://m.facebook.com/groups/57812275694?view=permalink&id=10158541855165695,"Meital Amos‎Apartments/roommates in Haifa
December 21, 2019 at 1:41 PM ·
Room in apartment for rent
At Neve Ganim st.
Close to the Tehnion.
1000 shekels a month not included electricity.
New building , new apartment.
Female only .
Entrance date : 10.3.2020
For more info p.m me",,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/80573551_2687693851313668_5625644972863651840_n.jpg?_nc_cat=104&_nc_sid=07e735&_nc_ohc=I59jeqe9PvEAX-U0x0e&_nc_ht=scontent.fhfa1-2.fna&tp=3&oh=f25365a29bbf89bd34ac595b502e708f&oe=5F5FA76F,,1,2,0,,
,,,,,,,,,,,
"10,159,094,847,425,600.00","דירה להשכרה ברחוב הבסטיליה 10, 90 מטר מול פארק הכט, קו שני לים, שני חדרי שינה וסלון מרווח קומה שלישית בבנין ארבע קומות
✅בקרבת תחבורה ציבורית
✅חניה בשפע
✅ מרוהטת חלקית
✅מזגנים
✅מיידית
לבירורים 052-5459371 האשם חאיק","דירה להשכרה ברחוב הבסטיליה 10, 90 מטר מול פארק הכט, קו שני לים, שני חדרי שינה וסלון מרווח קומה שלישית בבנין ארבע קומות
✅בקרבת תחבורה ציבורית
✅חניה בשפע
✅ מרוהטת חלקית
✅מזגנים
✅מיידית
לבירורים 052-5459371 האשם חאיק",,,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/95296145_10217636969500215_136903246496137216_o.jpg?_nc_cat=101&_nc_sid=07e735&_nc_ohc=eQYJLcsHiI0AX_fQ8cU&_nc_ht=scontent.fhfa1-2.fna&tp=3&oh=2cad3d4afb457e08b777954d929a5de3&oe=5F61602A,,0,0,0,,
,,,,,,,,,,,
"10,159,090,926,635,600.00","להשכרה בנווה שאנן רחוב גנסין 7
יחידת דיור חדר וחצי עם מקלחת ושירותים צמודים
היחידה ממוזגת , כוללת ריהוט .
מיקום מצויין מרכזי ושקט, קרובה מאוד למרכז זיו.
מרחק הליכה לטכניון ולתחבורה ציבורית לאוניברסיטה.
מתאימה לסטודנט/ית . כניסה מיידית.
שכ""ד 1700 ₪. לפרטים 0522258887","להשכרה בנווה שאנן רחוב גנסין 7
יחידת דיור חדר וחצי עם מקלחת ושירותים צמודים
היחידה ממוזגת , כוללת ריהוט .
מיקום מצויין מרכזי ושקט, קרובה מאוד למרכז זיו.
מרחק הליכה לטכניון ולתחבורה ציבורית לאוניברסיטה.
מתאימה לסטודנט/ית . כניסה מיידית.
שכ""ד 1700 ₪. לפרטים 0522258887",,,https://scontent.fhfa1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p75x225/95525176_2648432192107693_263460483711893504_o.jpg?_nc_cat=102&_nc_sid=07e735&_nc_ohc=uh-8-AthsbUAX94ddjU&_nc_ht=scontent.fhfa1-1.fna&tp=3&oh=58bba64546555f8809d33f00bb8781bd&oe=5F619D1F,,0,0,0,,
,,,,,,,,,,,
"10,159,080,717,245,600.00","להשכרה בנווה שאנן רחוב גנסין 7
יחידת דיור חדר וחצי עם מקלחת ושירותים צמודים
היחידה ממוזגת , כוללת ריהוט .
מיקום מצויין מרכזי ושקט, קרובה מאוד למרכז זיו.
מרחק הליכה לטכניון ולתחבורה ציבורית לאוניברסיטה.
מתאימה לסטודנט/ית . כניסה מיידית.
שכ""ד 1700 ₪. לפרטים 0522258887","להשכרה בנווה שאנן רחוב גנסין 7
יחידת דיור חדר וחצי עם מקלחת ושירותים צמודים
היחידה ממוזגת , כוללת ריהוט .
מיקום מצויין מרכזי ושקט, קרובה מאוד למרכז זיו.
מרחק הליכה לטכניון ולתחבורה ציבורית לאוניברסיטה.
מתאימה לסטודנט/ית . כניסה מיידית.
שכ""ד 1700 ₪. לפרטים 0522258887",,,https://scontent.fhfa1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p75x225/95266425_2646642378953341_310414109868818432_o.jpg?_nc_cat=111&_nc_sid=07e735&_nc_ohc=Be55FLn7mAUAX_PwfiA&_nc_ht=scontent.fhfa1-1.fna&tp=3&oh=06b56854f77e905ff36b075941522336&oe=5F61002C,,0,0,0,,
,,,,,,,,,,,
"10,159,062,194,635,600.00","Rozy Arie‎דירות לסטודנטים חיפה
April 23 at 10:10 AM ·",,"Rozy Arie‎דירות לסטודנטים חיפה
April 23 at 10:10 AM ·",,,,1,1,0,,
,,,,,,,,,,,
,,,,,,,0,0,0,,
,,,,,,,,,,,
"10,158,952,531,010,600.00","היי לכולם 🙂
מחפשים שותפים לדירה ששוכרים בנווה שאנן.
דירה גדולה, במקום שקט , קרובה לבנק, סופרים, דואר, האוניברסיטה ולטכניון.
מרואטת חלקית.
כניסה 1.5
מכיר 1250","היי לכולם 🙂
מחפשים שותפים לדירה ששוכרים בנווה שאנן.
דירה גדולה, במקום שקט , קרובה לבנק, סופרים, דואר, האוניברסיטה ולטכניון.
מרואטת חלקית.
כניסה 1.5
מכיר 1250",,,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/91372015_10223493479072154_240082216510554112_n.jpg?_nc_cat=107&_nc_sid=07e735&_nc_ohc=ozES5mKXnbQAX8lw8tL&_nc_ht=scontent.fhfa1-2.fna&tp=3&oh=fa663d51be5a6271f2286c2a13198781&oe=5F5F30E4,,2,1,0,,
,,,,,,,,,,,
"10,159,056,798,900,600.00","Tali Sametz shared a post.
April 23 at 7:19 AM ·
Tali Sametz‎דירות להשכרה בחיפה
April 23 at 7:19 AM ·
היי!
אנחנו מחפשים שותפ/ה לדירת שותפים בנווה שאנן 🌟
5.5 חדרים
מרוהטת חלקית
קרובה לטכניון ואוניברסיטת חיפה
קרובה לתחבורה ציבורית
1250 ₪ לא כולל חשבונות
כניסה ב-1.5
עוד פרטים בפרטי 🙃",,"Tali Sametz shared a post.
April 23 at 7:19 AM ·
Tali Sametz‎דירות להשכרה בחיפה
April 23 at 7:19 AM ·
היי!
אנחנו מחפשים שותפ/ה לדירת שותפים בנווה שאנן 🌟
5.5 חדרים
מרוהטת חלקית
קרובה לטכניון ואוניברסיטת חיפה
קרובה לתחבורה ציבורית
1250 ₪ לא כולל חשבונות
כניסה ב-1.5
עוד פרטים בפרטי 🙃",,,,0,0,0,,
,,,,,,,,,,,
,"Tali Sametz‎דירות להשכרה בחיפה
April 23 at 7:19 AM ·
היי!
אנחנו מחפשים שותפ/ה לדירת שותפים בנווה שאנן 🌟
5.5 חדרים
מרוהטת חלקית
קרובה לטכניון ואוניברסיטת חיפה
קרובה לתחבורה ציבורית
1250 ₪ לא כולל חשבונות
כניסה ב-1.5
עוד פרטים בפרטי 🙃",,"Tali Sametz‎דירות להשכרה בחיפה
April 23 at 7:19 AM ·
היי!
אנחנו מחפשים שותפ/ה לדירת שותפים בנווה שאנן 🌟
5.5 חדרים
מרוהטת חלקית
קרובה לטכניון ואוניברסיטת חיפה
קרובה לתחבורה ציבורית
1250 ₪ לא כולל חשבונות
כניסה ב-1.5
עוד פרטים בפרטי 🙃",,https://scontent.fhfa1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/94036442_10223076047868290_4670601686849421312_n.jpg?_nc_cat=102&_nc_sid=07e735&_nc_ohc=T3Ywu5uvPzUAX_EzCrF&_nc_oc=AQmV1toMAmvL9bhlcUJzyeYoZLfBSBcDsxaOY5SPob_T6gwSDGuip2Htp8Ulfs9Z-q5_HIphHom3gjM_JU37NLMV&_nc_ht=scontent.fhfa1-1.fna&tp=3&oh=fc95f398325b13bb280f79d96740b9ab&oe=5F5F280D,,0,0,0,,
,,,,,,,,,,,
"10,159,051,376,610,600.00","Tali Sametz‎דירות להשכרה בחיפה
April 23 at 7:19 AM ·
היי!
אנחנו מחפשים שותפ/ה לדירת שותפים בנווה שאנן 🌟
5.5 חדרים
מרוהטת חלקית
קרובה לטכניון ואוניברסיטת חיפה
קרובה לתחבורה ציבורית
1250 ₪ לא כולל חשבונות
כניסה ב-1.5
עוד פרטים בפרטי 🙃",,"Tali Sametz‎דירות להשכרה בחיפה
April 23 at 7:19 AM ·
היי!
אנחנו מחפשים שותפ/ה לדירת שותפים בנווה שאנן 🌟
5.5 חדרים
מרוהטת חלקית
קרובה לטכניון ואוניברסיטת חיפה
קרובה לתחבורה ציבורית
1250 ₪ לא כולל חשבונות
כניסה ב-1.5
עוד פרטים בפרטי 🙃",,https://scontent.fhfa1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/94036442_10223076047868290_4670601686849421312_n.jpg?_nc_cat=102&_nc_sid=07e735&_nc_ohc=T3Ywu5uvPzUAX_EzCrF&_nc_oc=AQmV1toMAmvL9bhlcUJzyeYoZLfBSBcDsxaOY5SPob_T6gwSDGuip2Htp8Ulfs9Z-q5_HIphHom3gjM_JU37NLMV&_nc_ht=scontent.fhfa1-1.fna&tp=3&oh=fc95f398325b13bb280f79d96740b9ab&oe=5F5F280D,,1,0,0,,
,,,,,,,,,,,
"10,158,870,548,795,600.00","Hey all 🙂
We are looking for two more flatmates to join us in the beautiful apartment we rent in Nave Sheanan.
Its in a quiet place near the Technion and the university with supermarkets, post office and bank nearby
היי
מחפשים שותפים להצטרף עליינו לדירה היפיפיה ששוכרים בנווה שאנן. הדירה קרובה לטכניון ולאוניברסיטה וגם יש סופרים, דואר ובנק קרוב לדירה
1250₪","Hey all 🙂
We are looking for two more flatmates to join us in the beautiful apartment we rent in Nave Sheanan.
Its in a quiet place near the Technion and the university with supermarkets, post office and bank nearby
היי
מחפשים שותפים להצטרף עליינו לדירה היפיפיה ששוכרים בנווה שאנן. הדירה קרובה לטכניון ולאוניברסיטה וגם יש סופרים, דואר ובנק קרוב לדירה
1250₪",,,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/s320x320/89229204_10223263261116849_8132574906312294400_n.jpg?_nc_cat=107&_nc_sid=07e735&_nc_ohc=-p806Qzd9McAX9rWGdx&_nc_ht=scontent.fhfa1-2.fna&tp=9&oh=b8c459196351e9bcef78f329425786a2&oe=5F605625,,3,3,4,,
,,,,,,,,,,,
"10,159,048,967,600,600.00","Beautiful apartment for rent !!!
📍 Masada Street, Haifa
Great location!
🚶🏽‍♂️1 min waking from bus station
🚶🏽‍♂️3 minutes waking from Carmelit
Close to stores and mini-markets
✨Fully Renovate ✨
🏡 Furnished apartment (bed, closet, sofas, tables, chairs, refrigerator, washing machine, air conditioner ❄️... ALL NEW!!)
1 living room, bathroom, bedroom and kitchen
3️⃣ Third (and last) floor
🌅building with rooftop
🌸Owners really nice 👍🏻
💰₪ 2.900 (Rent + water + energy + arnona)
Entree: May - flexible dates
For more info: David 0534253539","Beautiful apartment for rent !!!
📍 Masada Street, Haifa
Great location!
🚶🏽‍♂️1 min waking from bus station
🚶🏽‍♂️3 minutes waking from Carmelit
Close to stores and mini-markets
✨Fully Renovate ✨
🏡 Furnished apartment (bed, closet, sofas, tables, chairs, refrigerator, washing machine, air conditioner ❄️... ALL NEW!!)
1 living room, bathroom, bedroom and kitchen
3️⃣ Third (and last) floor
🌅building with rooftop
🌸Owners really nice 👍🏻
💰₪ 2.900 (Rent + water + energy + arnona)
Entree: May - flexible dates
For more info: David 0534253539",,,https://scontent.fhfa1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/94703213_882471705559170_4928522624822149120_n.jpg?_nc_cat=109&_nc_sid=07e735&_nc_ohc=-tV9QgDpGH8AX--glWf&_nc_ht=scontent.fhfa1-1.fna&tp=3&oh=cec774eb603538084023ca18871916f3&oe=5F610418,,1,1,0,,
,,,,,,,,,,,
"10,159,046,566,665,600.00","Rozy Arie shared a post.
April 19 at 1:44 PM ·
Rozy Arie‎דירות להשכרה בחיפה
April 19 at 1:24 PM ·
היי 🙂
מחפשים שותף/ה לדירה שלנו בנווה שאנן.
דירה גדולה, באיזור שקט, קרובה לסופרמרקטים, דואר, בנק ובמרחק הליכה מזיו וחניתה . קרובה גם לטכניון והאוניברסיטה .
כניסה 1.5
מכיר 1250 לא כולל חשבונות
הדירה מרואטת חלקית",,"Rozy Arie shared a post.
April 19 at 1:44 PM ·
Rozy Arie‎דירות להשכרה בחיפה
April 19 at 1:24 PM ·
היי 🙂
מחפשים שותף/ה לדירה שלנו בנווה שאנן.
דירה גדולה, באיזור שקט, קרובה לסופרמרקטים, דואר, בנק ובמרחק הליכה מזיו וחניתה . קרובה גם לטכניון והאוניברסיטה .
כניסה 1.5
מכיר 1250 לא כולל חשבונות
הדירה מרואטת חלקית",,,,0,0,0,,
,,,,,,,,,,,
,"Rozy Arie‎דירות להשכרה בחיפה
April 19 at 1:24 PM ·
היי 🙂
מחפשים שותף/ה לדירה שלנו בנווה שאנן.
דירה גדולה, באיזור שקט, קרובה לסופרמרקטים, דואר, בנק ובמרחק הליכה מזיו וחניתה . קרובה גם לטכניון והאוניברסיטה .
כניסה 1.5
מכיר 1250 לא כולל חשבונות
הדירה מרואטת חלקית",,"Rozy Arie‎דירות להשכרה בחיפה
April 19 at 1:24 PM ·
היי 🙂
מחפשים שותף/ה לדירה שלנו בנווה שאנן.
דירה גדולה, באיזור שקט, קרובה לסופרמרקטים, דואר, בנק ובמרחק הליכה מזיו וחניתה . קרובה גם לטכניון והאוניברסיטה .
כניסה 1.5
מכיר 1250 לא כולל חשבונות
הדירה מרואטת חלקית",,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/s320x320/93816458_10223718357973986_1250648713718661120_n.jpg?_nc_cat=101&_nc_sid=07e735&_nc_ohc=neXuznDEdHQAX91TswX&_nc_oc=AQm-f0dqhd-sHNrZ6OACjE9PFdbG8NcNYKT7e36H8Tj_h3nYXe_aNLk-7_Ru6whLtsguEJvWoW8p_y2h6rywF5Xk&_nc_ht=scontent.fhfa1-2.fna&tp=9&oh=994eccc6a63cc61b13c9f0ef9d96eabe&oe=5F61646A,,0,0,0,,
,,,,,,,,,,,
